ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
video,entertainment,creative_5,tablet,Android_11,FR,pt,app_43,Wed,night,1
banner,food,creative_7,tablet,iOS_14,UK,de,app_31,Thu,night,1
interstitial,food,creative_3,smartphone,Android_13,UK,de,app_33,Tue,afternoon,1
banner,entertainment,creative_8,smartphone,Android_13,FR,ja,app_39,Tue,afternoon,0
video,finance,creative_2,tablet,Android_11,IN,pt,app_29,Tue,morning,1
banner,entertainment,creative_14,tablet,iOS_14,FR,pt,app_9,Sun,night,0
banner,entertainment,creative_19,smartphone,Android_11,BR,zh,app_29,Tue,evening,0
interstitial,gaming,creative_15,smartphone,iOS_15,CN,hi,app_5,Thu,evening,1
interstitial,finance,creative_2,smartphone,iOS_14,CN,pt,app_15,Thu,night,0
banner,food,creative_5,smartphone,iOS_16,US,pt,app_21,Fri,night,1
interstitial,entertainment,creative_17,smartphone,iOS_14,UK,pt,app_1,Thu,night,0
interstitial,entertainment,creative_16,tablet,Android_11,IN,fr,app_1,Sun,afternoon,0
video,shopping,creative_2,tablet,Android_12,UK,es,app_47,Fri,morning,1
video,food,creative_9,smartphone,Android_13,BR,es,app_16,Tue,morning,0
interstitial,finance,creative_14,tablet,iOS_16,IN,hi,app_20,Fri,night,0
video,entertainment,creative_5,smartphone,iOS_16,CN,de,app_47,Mon,morning,0
banner,finance,creative_8,tablet,Android_13,JP,pt,app_6,Wed,morning,1
interstitial,finance,creative_14,smartphone,Android_13,UK,pt,app_16,Thu,morning,0
interstitial,shopping,creative_19,smartphone,Android_12,IN,en,app_28,Wed,evening,1
video,travel,creative_6,smartphone,iOS_15,US,fr,app_26,Sun,morning,1
interstitial,entertainment,creative_4,tablet,iOS_16,UK,en,app_49,Thu,morning,0
interstitial,gaming,creative_1,smartphone,Android_11,US,en,app_25,Sun,night,1
video,travel,creative_1,smartphone,Android_13,US,pt,app_31,Wed,evening,1
video,food,creative_5,tablet,Android_13,FR,en,app_26,Fri,afternoon,0
interstitial,shopping,creative_1,tablet,iOS_16,CN,ja,app_28,Wed,evening,0
banner,entertainment,creative_1,smartphone,iOS_15,BR,ja,app_3,Tue,morning,0
video,travel,creative_9,smartphone,iOS_14,FR,zh,app_25,Tue,morning,0
banner,finance,creative_17,smartphone,iOS_16,BR,es,app_22,Fri,afternoon,1
video,entertainment,creative_13,tablet,Android_11,US,fr,app_17,Tue,night,1
interstitial,food,creative_4,tablet,iOS_16,JP,es,app_18,Sun,evening,0
banner,food,creative_16,tablet,iOS_16,BR,fr,app_14,Tue,night,1
video,gaming,creative_18,smartphone,Android_13,JP,es,app_5,Sat,night,1
banner,gaming,creative_10,smartphone,iOS_16,US,pt,app_1,Fri,afternoon,0
interstitial,entertainment,creative_3,smartphone,iOS_16,US,de,app_24,Fri,evening,1
banner,finance,creative_1,smartphone,Android_11,BR,hi,app_25,Sat,night,1
banner,entertainment,creative_16,smartphone,iOS_15,US,ja,app_36,Wed,morning,0
video,travel,creative_14,tablet,Android_12,IN,hi,app_11,Sat,afternoon,0
banner,travel,creative_17,smartphone,Android_13,JP,zh,app_8,Tue,evening,1
banner,food,creative_10,smartphone,iOS_15,BR,pt,app_5,Fri,morning,0
banner,travel,creative_2,smartphone,Android_12,FR,pt,app_39,Tue,night,0
video,finance,creative_11,tablet,iOS_16,JP,en,app_50,Sat,night,1
banner,travel,creative_8,tablet,Android_13,DE,hi,app_12,Tue,night,1
interstitial,gaming,creative_9,smartphone,Android_11,IN,pt,app_35,Sun,evening,1
video,shopping,creative_17,smartphone,Android_13,UK,ja,app_13,Fri,evening,0
interstitial,gaming,creative_16,smartphone,iOS_14,US,es,app_24,Fri,evening,1
interstitial,food,creative_13,smartphone,Android_13,BR,zh,app_39,Thu,afternoon,0
banner,finance,creative_2,smartphone,Android_11,US,de,app_23,Mon,evening,1
interstitial,gaming,creative_15,smartphone,iOS_15,UK,fr,app_36,Wed,evening,0
banner,gaming,creative_8,tablet,Android_11,IN,fr,app_3,Fri,morning,0
video,shopping,creative_11,smartphone,iOS_15,JP,en,app_47,Wed,morning,0
interstitial,gaming,creative_18,smartphone,iOS_16,IN,hi,app_46,Fri,evening,1
interstitial,food,creative_12,tablet,iOS_15,DE,en,app_14,Mon,morning,0
video,finance,creative_6,tablet,iOS_15,IN,zh,app_33,Fri,morning,0
interstitial,travel,creative_15,smartphone,iOS_15,IN,hi,app_3,Tue,morning,0
interstitial,food,creative_8,smartphone,iOS_15,IN,pt,app_49,Sat,night,1
banner,food,creative_19,tablet,iOS_15,FR,zh,app_12,Tue,night,0
interstitial,shopping,creative_10,tablet,iOS_15,IN,ja,app_8,Wed,afternoon,0
interstitial,food,creative_17,smartphone,Android_11,FR,ja,app_21,Sun,night,0
banner,gaming,creative_13,smartphone,iOS_14,UK,ja,app_2,Wed,morning,1
video,entertainment,creative_6,smartphone,Android_12,IN,zh,app_48,Thu,evening,0
video,food,creative_13,tablet,Android_13,FR,es,app_17,Mon,evening,1
video,food,creative_9,tablet,Android_11,BR,es,app_10,Mon,evening,1
interstitial,entertainment,creative_4,smartphone,iOS_14,IN,es,app_3,Wed,night,0
interstitial,entertainment,creative_12,tablet,Android_12,US,de,app_42,Sat,morning,0
video,travel,creative_19,tablet,iOS_16,IN,hi,app_7,Fri,night,1
video,travel,creative_4,tablet,iOS_16,JP,ja,app_19,Wed,evening,0
banner,travel,creative_19,tablet,Android_11,US,en,app_2,Mon,morning,0
banner,food,creative_18,smartphone,Android_12,IN,pt,app_2,Mon,morning,0
video,gaming,creative_8,smartphone,Android_11,UK,pt,app_20,Sun,evening,1
interstitial,entertainment,creative_7,smartphone,iOS_14,FR,pt,app_44,Thu,night,0
video,food,creative_6,tablet,Android_12,US,es,app_4,Thu,evening,1
banner,shopping,creative_2,smartphone,iOS_15,UK,hi,app_25,Tue,evening,0
video,finance,creative_19,smartphone,iOS_15,BR,en,app_26,Mon,afternoon,1
banner,travel,creative_18,smartphone,Android_12,BR,zh,app_6,Wed,afternoon,1
banner,finance,creative_12,smartphone,Android_11,IN,hi,app_44,Mon,morning,0
interstitial,food,creative_16,smartphone,Android_11,JP,pt,app_20,Wed,afternoon,1
banner,food,creative_19,smartphone,iOS_14,UK,es,app_20,Fri,morning,0
interstitial,entertainment,creative_10,tablet,Android_11,IN,de,app_38,Tue,morning,0
banner,food,creative_20,tablet,iOS_16,IN,es,app_22,Wed,evening,0
video,gaming,creative_19,tablet,iOS_14,IN,fr,app_4,Sat,afternoon,0
video,gaming,creative_11,smartphone,Android_12,BR,en,app_2,Thu,morning,1
video,gaming,creative_6,smartphone,Android_11,BR,pt,app_37,Sat,night,1
video,travel,creative_12,tablet,iOS_16,IN,es,app_41,Fri,afternoon,0
banner,entertainment,creative_5,tablet,Android_13,FR,hi,app_47,Sat,morning,0
interstitial,entertainment,creative_11,smartphone,iOS_16,IN,es,app_8,Wed,night,0
video,food,creative_3,tablet,iOS_15,DE,pt,app_48,Thu,evening,1
banner,entertainment,creative_9,smartphone,iOS_14,US,de,app_16,Thu,night,0
video,finance,creative_7,tablet,Android_11,UK,ja,app_2,Thu,night,1
video,shopping,creative_10,smartphone,iOS_14,UK,de,app_7,Sat,evening,1
interstitial,travel,creative_16,tablet,iOS_14,FR,pt,app_6,Fri,morning,0
interstitial,shopping,creative_9,tablet,iOS_15,IN,hi,app_44,Mon,morning,0
interstitial,food,creative_15,tablet,Android_12,US,de,app_24,Sun,night,1
interstitial,gaming,creative_20,smartphone,iOS_16,IN,hi,app_13,Tue,morning,0
banner,entertainment,creative_10,tablet,Android_12,US,en,app_33,Tue,morning,0
banner,entertainment,creative_3,tablet,iOS_16,BR,zh,app_31,Thu,evening,0
video,entertainment,creative_16,tablet,Android_11,UK,hi,app_48,Wed,afternoon,0
interstitial,food,creative_6,smartphone,iOS_14,CN,zh,app_17,Mon,morning,0
interstitial,shopping,creative_19,tablet,Android_13,JP,es,app_1,Mon,night,0
banner,travel,creative_7,tablet,iOS_15,CN,en,app_23,Tue,night,0
video,finance,creative_1,smartphone,Android_11,JP,fr,app_33,Mon,evening,1
video,shopping,creative_19,tablet,iOS_16,BR,fr,app_43,Wed,evening,0
interstitial,entertainment,creative_13,tablet,iOS_16,CN,zh,app_3,Tue,morning,0
video,shopping,creative_16,tablet,Android_12,US,hi,app_26,Sat,morning,0
banner,gaming,creative_5,tablet,iOS_14,FR,pt,app_9,Fri,night,1
interstitial,shopping,creative_17,smartphone,Android_11,BR,ja,app_25,Thu,evening,1
video,finance,creative_4,tablet,iOS_15,IN,ja,app_16,Sat,evening,1
interstitial,food,creative_7,tablet,Android_13,US,de,app_43,Thu,evening,1
interstitial,finance,creative_9,tablet,Android_12,CN,fr,app_7,Sat,morning,0
interstitial,entertainment,creative_14,smartphone,Android_12,BR,ja,app_21,Sat,night,0
video,finance,creative_20,smartphone,Android_11,DE,en,app_24,Sun,night,1
banner,gaming,creative_11,smartphone,iOS_16,CN,ja,app_6,Fri,evening,1
banner,gaming,creative_6,tablet,Android_11,CN,fr,app_2,Tue,night,0
video,gaming,creative_9,smartphone,Android_11,BR,pt,app_4,Tue,morning,0
banner,finance,creative_14,tablet,iOS_14,UK,hi,app_16,Mon,afternoon,0
banner,gaming,creative_11,smartphone,iOS_16,BR,hi,app_33,Fri,afternoon,1
video,food,creative_19,smartphone,iOS_14,FR,es,app_7,Sun,morning,0
interstitial,finance,creative_10,smartphone,Android_12,US,ja,app_5,Sat,afternoon,0
banner,gaming,creative_11,smartphone,iOS_15,FR,fr,app_5,Sun,afternoon,0
video,shopping,creative_20,smartphone,Android_13,UK,hi,app_8,Fri,evening,0
banner,food,creative_14,tablet,iOS_15,DE,zh,app_19,Sun,evening,1
banner,food,creative_5,tablet,Android_11,JP,de,app_5,Fri,morning,0
banner,entertainment,creative_17,smartphone,Android_12,CN,en,app_37,Tue,morning,0
video,food,creative_5,smartphone,Android_11,BR,ja,app_40,Thu,night,1
banner,gaming,creative_13,smartphone,iOS_16,JP,zh,app_9,Sat,morning,0
banner,shopping,creative_5,tablet,iOS_14,FR,fr,app_22,Mon,night,0
banner,finance,creative_3,tablet,iOS_16,JP,hi,app_7,Tue,night,0
banner,finance,creative_10,tablet,iOS_14,JP,fr,app_8,Tue,evening,0
video,shopping,creative_2,smartphone,iOS_14,DE,es,app_19,Thu,evening,1
banner,finance,creative_12,smartphone,iOS_15,UK,zh,app_8,Thu,afternoon,1
interstitial,entertainment,creative_10,smartphone,iOS_15,JP,ja,app_22,Tue,afternoon,0
video,entertainment,creative_10,tablet,iOS_14,JP,de,app_43,Sun,afternoon,0
video,finance,creative_5,smartphone,Android_13,BR,de,app_2,Sat,morning,1
banner,shopping,creative_11,smartphone,iOS_14,FR,fr,app_25,Fri,afternoon,0
banner,travel,creative_10,smartphone,Android_11,UK,ja,app_25,Mon,afternoon,1
video,travel,creative_8,tablet,Android_13,IN,fr,app_42,Wed,afternoon,0
interstitial,shopping,creative_17,smartphone,iOS_16,FR,en,app_35,Wed,morning,0
video,entertainment,creative_9,smartphone,Android_11,FR,fr,app_46,Mon,morning,1
video,gaming,creative_15,tablet,Android_12,UK,fr,app_21,Sat,morning,1
interstitial,travel,creative_11,tablet,Android_11,IN,zh,app_9,Mon,night,0
interstitial,travel,creative_17,tablet,iOS_16,IN,fr,app_27,Mon,afternoon,0
banner,travel,creative_12,tablet,iOS_15,DE,hi,app_33,Sun,evening,1
video,entertainment,creative_2,tablet,iOS_16,IN,pt,app_22,Tue,afternoon,1
video,food,creative_12,tablet,iOS_16,DE,en,app_37,Fri,evening,1
banner,food,creative_4,smartphone,iOS_15,UK,zh,app_33,Mon,night,0
banner,travel,creative_20,tablet,iOS_14,FR,pt,app_20,Thu,evening,0
banner,entertainment,creative_18,smartphone,Android_13,BR,de,app_45,Mon,afternoon,0
video,gaming,creative_12,smartphone,Android_12,JP,de,app_5,Sat,afternoon,0
interstitial,travel,creative_4,tablet,Android_11,BR,zh,app_46,Sun,evening,1
video,gaming,creative_15,smartphone,iOS_15,JP,de,app_8,Mon,evening,1
video,gaming,creative_3,smartphone,iOS_16,IN,fr,app_39,Tue,night,1
interstitial,finance,creative_20,tablet,iOS_14,JP,en,app_18,Tue,evening,1
interstitial,finance,creative_8,smartphone,iOS_16,JP,hi,app_8,Tue,morning,0
interstitial,travel,creative_19,smartphone,iOS_14,FR,es,app_33,Tue,night,1
interstitial,shopping,creative_13,tablet,Android_12,IN,zh,app_33,Tue,night,1
interstitial,gaming,creative_11,smartphone,Android_12,FR,ja,app_33,Tue,night,0
interstitial,finance,creative_13,tablet,iOS_14,CN,es,app_27,Fri,evening,0
banner,shopping,creative_6,tablet,iOS_15,JP,de,app_34,Wed,evening,0
banner,shopping,creative_5,smartphone,iOS_14,BR,en,app_22,Tue,evening,0
interstitial,finance,creative_18,smartphone,Android_11,US,de,app_46,Sun,night,1
video,shopping,creative_2,smartphone,Android_12,BR,de,app_36,Thu,morning,0
video,gaming,creative_13,smartphone,iOS_14,FR,ja,app_23,Fri,night,0
banner,gaming,creative_16,tablet,Android_11,IN,pt,app_4,Fri,night,1
interstitial,entertainment,creative_9,smartphone,iOS_15,DE,hi,app_8,Fri,morning,0
video,travel,creative_5,tablet,Android_12,FR,pt,app_41,Thu,night,1
video,shopping,creative_4,smartphone,Android_11,US,fr,app_30,Thu,evening,1
video,travel,creative_10,tablet,iOS_15,DE,zh,app_29,Sun,evening,0
video,gaming,creative_17,smartphone,Android_11,DE,fr,app_47,Tue,afternoon,1
video,shopping,creative_4,tablet,Android_11,FR,pt,app_24,Mon,evening,0
interstitial,finance,creative_4,smartphone,Android_13,DE,hi,app_32,Mon,evening,1
banner,travel,creative_6,smartphone,Android_11,JP,zh,app_44,Sun,afternoon,0
banner,entertainment,creative_5,tablet,iOS_15,FR,hi,app_40,Sun,evening,0
banner,gaming,creative_17,tablet,iOS_15,IN,en,app_5,Sun,morning,0
video,food,creative_8,smartphone,iOS_16,FR,fr,app_37,Sun,night,0
banner,entertainment,creative_9,tablet,Android_12,US,ja,app_32,Sun,afternoon,0
video,travel,creative_1,tablet,Android_13,JP,fr,app_38,Thu,morning,0
banner,entertainment,creative_3,tablet,Android_13,US,fr,app_49,Fri,afternoon,1
interstitial,shopping,creative_12,tablet,iOS_15,CN,zh,app_20,Fri,night,0
video,travel,creative_18,smartphone,iOS_16,BR,zh,app_17,Thu,night,1
banner,travel,creative_20,smartphone,iOS_16,DE,ja,app_40,Sat,afternoon,0
video,finance,creative_12,tablet,iOS_15,UK,fr,app_33,Mon,evening,1
interstitial,entertainment,creative_11,tablet,Android_11,BR,pt,app_31,Tue,evening,0
banner,travel,creative_10,tablet,iOS_14,CN,es,app_49,Thu,night,0
interstitial,food,creative_1,tablet,Android_12,IN,pt,app_31,Sun,afternoon,1
video,finance,creative_19,smartphone,iOS_16,FR,fr,app_35,Fri,night,0
banner,shopping,creative_19,smartphone,iOS_14,BR,pt,app_50,Sun,evening,0
banner,gaming,creative_3,tablet,Android_11,BR,hi,app_8,Fri,morning,0
video,entertainment,creative_12,tablet,iOS_16,CN,fr,app_8,Mon,evening,0
banner,travel,creative_5,tablet,Android_13,IN,pt,app_31,Fri,night,0
interstitial,entertainment,creative_5,smartphone,iOS_15,JP,ja,app_40,Wed,night,0
banner,entertainment,creative_20,smartphone,Android_11,US,pt,app_23,Thu,afternoon,1
banner,entertainment,creative_19,smartphone,iOS_14,FR,fr,app_39,Tue,afternoon,0
interstitial,travel,creative_11,smartphone,iOS_14,DE,fr,app_3,Mon,night,1
video,gaming,creative_9,tablet,iOS_16,CN,hi,app_12,Fri,night,1
video,shopping,creative_18,smartphone,Android_13,FR,en,app_18,Mon,afternoon,1
interstitial,food,creative_14,smartphone,Android_12,CN,ja,app_15,Thu,morning,0
banner,finance,creative_19,smartphone,iOS_16,FR,fr,app_19,Wed,afternoon,0
video,travel,creative_8,smartphone,Android_13,UK,zh,app_4,Fri,evening,0
interstitial,shopping,creative_10,smartphone,Android_11,UK,hi,app_7,Tue,afternoon,0
interstitial,entertainment,creative_10,tablet,Android_11,US,fr,app_13,Sat,morning,0
video,shopping,creative_17,tablet,Android_13,JP,hi,app_19,Mon,night,0
banner,travel,creative_6,tablet,iOS_16,BR,de,app_15,Thu,night,0
interstitial,gaming,creative_1,tablet,iOS_14,UK,fr,app_21,Fri,night,1
interstitial,entertainment,creative_15,smartphone,iOS_14,CN,pt,app_28,Mon,morning,0
video,entertainment,creative_9,smartphone,Android_11,FR,zh,app_4,Mon,evening,0
banner,travel,creative_10,tablet,Android_12,UK,es,app_2,Wed,night,0
video,food,creative_4,smartphone,iOS_15,US,es,app_6,Thu,afternoon,1
video,finance,creative_15,tablet,iOS_14,CN,es,app_14,Wed,evening,1
interstitial,food,creative_4,smartphone,Android_11,IN,hi,app_49,Fri,night,1
banner,food,creative_5,tablet,Android_12,CN,pt,app_40,Fri,morning,0
banner,travel,creative_3,smartphone,Android_13,BR,es,app_43,Sat,morning,0
banner,entertainment,creative_18,smartphone,Android_12,UK,de,app_11,Thu,night,0
video,travel,creative_16,tablet,iOS_15,BR,pt,app_29,Wed,evening,0
banner,shopping,creative_8,tablet,iOS_15,UK,es,app_42,Sat,morning,0
video,gaming,creative_16,tablet,Android_13,IN,es,app_22,Mon,evening,1
banner,shopping,creative_13,smartphone,Android_12,US,hi,app_35,Tue,evening,0
banner,gaming,creative_18,smartphone,iOS_16,UK,en,app_45,Mon,evening,1
banner,gaming,creative_9,smartphone,iOS_14,US,hi,app_33,Sat,morning,0
interstitial,entertainment,creative_8,smartphone,Android_13,UK,en,app_9,Fri,night,0
interstitial,shopping,creative_13,smartphone,iOS_14,FR,en,app_4,Sat,evening,0
interstitial,shopping,creative_18,tablet,iOS_16,DE,ja,app_40,Sun,night,0
video,gaming,creative_2,tablet,Android_11,IN,de,app_4,Tue,morning,1
interstitial,food,creative_20,tablet,Android_12,DE,pt,app_46,Fri,afternoon,0
interstitial,gaming,creative_7,smartphone,Android_12,US,fr,app_47,Sat,evening,1
interstitial,finance,creative_2,smartphone,iOS_15,JP,pt,app_23,Sun,night,1
video,food,creative_1,smartphone,Android_13,US,es,app_37,Tue,morning,0
banner,finance,creative_8,smartphone,iOS_14,US,pt,app_50,Tue,night,1
banner,food,creative_5,tablet,Android_13,JP,pt,app_43,Fri,afternoon,0
interstitial,food,creative_10,smartphone,iOS_14,DE,zh,app_48,Tue,night,1
video,finance,creative_15,smartphone,Android_13,DE,en,app_5,Sun,evening,1
video,gaming,creative_8,smartphone,iOS_14,FR,de,app_11,Mon,afternoon,0
banner,entertainment,creative_10,tablet,Android_12,DE,fr,app_8,Sun,afternoon,0
video,travel,creative_16,smartphone,iOS_15,US,ja,app_31,Sun,night,1
video,food,creative_8,tablet,iOS_16,BR,ja,app_21,Tue,afternoon,1
interstitial,shopping,creative_3,smartphone,Android_11,UK,en,app_19,Sun,morning,0
interstitial,travel,creative_20,tablet,Android_13,FR,pt,app_2,Wed,evening,0
video,finance,creative_11,smartphone,Android_11,US,fr,app_47,Tue,afternoon,1
interstitial,gaming,creative_8,smartphone,Android_11,UK,es,app_11,Thu,evening,1
video,food,creative_13,smartphone,iOS_16,JP,de,app_33,Sun,morning,1
interstitial,food,creative_3,tablet,Android_12,US,hi,app_23,Sat,evening,1
interstitial,gaming,creative_8,tablet,iOS_15,US,de,app_2,Sat,evening,1
video,finance,creative_12,tablet,iOS_14,FR,hi,app_47,Mon,evening,0
banner,finance,creative_4,smartphone,iOS_14,JP,hi,app_10,Thu,night,1
video,gaming,creative_1,tablet,iOS_16,FR,ja,app_15,Thu,morning,0
interstitial,finance,creative_6,smartphone,Android_12,UK,en,app_1,Mon,night,1
banner,finance,creative_11,tablet,Android_12,FR,hi,app_22,Wed,evening,0
interstitial,food,creative_13,tablet,Android_12,FR,es,app_32,Mon,evening,0
video,travel,creative_8,tablet,iOS_14,FR,fr,app_18,Tue,morning,0
banner,finance,creative_7,tablet,iOS_15,FR,fr,app_40,Sun,morning,0
banner,shopping,creative_13,tablet,Android_13,CN,es,app_21,Mon,afternoon,0
interstitial,gaming,creative_11,tablet,Android_12,FR,es,app_32,Wed,morning,0
video,shopping,creative_16,tablet,iOS_14,BR,fr,app_10,Sat,night,1
video,food,creative_5,smartphone,iOS_15,US,zh,app_18,Mon,afternoon,1
video,finance,creative_17,smartphone,Android_11,UK,pt,app_32,Thu,afternoon,1
video,gaming,creative_11,smartphone,iOS_14,UK,de,app_34,Tue,afternoon,1
banner,travel,creative_1,tablet,Android_12,FR,de,app_8,Sun,evening,0
banner,entertainment,creative_8,smartphone,iOS_14,US,ja,app_14,Sat,morning,0
interstitial,finance,creative_6,tablet,iOS_14,US,zh,app_17,Tue,evening,1
video,travel,creative_18,tablet,Android_13,JP,ja,app_14,Wed,morning,0
video,travel,creative_2,smartphone,iOS_14,JP,fr,app_28,Tue,afternoon,0
video,entertainment,creative_13,tablet,Android_11,IN,zh,app_32,Tue,night,0
video,gaming,creative_3,smartphone,Android_11,DE,fr,app_50,Sun,morning,1
video,shopping,creative_2,smartphone,Android_12,IN,pt,app_45,Fri,evening,1
video,entertainment,creative_5,tablet,Android_12,CN,zh,app_32,Sun,morning,0
video,food,creative_10,tablet,Android_12,JP,hi,app_17,Thu,evening,1
interstitial,finance,creative_18,tablet,iOS_16,FR,es,app_28,Sun,night,0
video,finance,creative_7,tablet,Android_11,CN,de,app_29,Thu,night,0
interstitial,travel,creative_11,smartphone,Android_11,DE,fr,app_48,Sun,evening,0
interstitial,food,creative_2,smartphone,iOS_16,BR,es,app_14,Tue,afternoon,0
banner,entertainment,creative_4,smartphone,iOS_14,FR,fr,app_22,Wed,night,0
interstitial,gaming,creative_9,tablet,Android_12,CN,zh,app_18,Sun,morning,0
interstitial,gaming,creative_17,tablet,Android_12,UK,zh,app_23,Sun,afternoon,1
